OBJECTID,Block Group identifier,Population for poverty,Population in households under 2 times poverty,Percent Low Income,Total Population,Population Not Hispanic or Latino only,Total Minority,Percent Minority,Total Households,Households with Limited English Proficiency,Percent Households with Limited English Proficiency,Overburdened Community Criteria,Block Group - Tribal,Block Group County Subdivision,County,Municipality,Municipality Code,Split Block Group,Split Municipality,GLOBALID,Shape__Area,Shape__Length
1546,3.4017E+11,1837,625,34.02286336,1837,403,1434,78.0620577,552,0,0,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,93b6bfba-f81b-454c-9637-4da781e094df,639206.9263,3500.162051
1547,3.4017E+11,1722,730,42.39256678,1722,619,1103,64.05342625,752,184,24.46808511,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,6cddcb7c-1f31-47e3-bc6d-8acdeede1680,1249574.041,4495.629663
1548,3.4017E+11,1579,766,48.51171628,1579,484,1095,69.34768841,570,0,0,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,699c92b1-8428-43bc-a56b-d733658f6d36,783364.6388,3590.08382
1549,3.4017E+11,586,363,61.94539249,586,175,411,70.13651877,299,44,14.71571906,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,d102fe50-329e-4c00-b508-dd6f56bd50eb,787575.8251,3605.487021
1550,3.4017E+11,1151,335,29.10512598,1151,454,697,60.55603823,535,61,11.40186916,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,b49fe6b0-3a62-4946-bef8-73d3df2f3b53,1033380.385,4181.551342
1551,3.4017E+11,1837,707,38.48666304,1837,462,1375,74.8502994,804,231,28.73134328,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,65a04119-7481-4450-84d8-b723df1c68ac,1118152.934,5009.356348
1552,3.4017E+11,537,125,23.27746741,537,198,339,63.12849162,228,47,20.61403509,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,b06690e3-0cfb-4dd6-8288-8e336617bbab,329861.2278,2311.770365
1553,3.4017E+11,1931,452,23.40756085,1959,473,1486,75.85502808,812,69,8.49753695,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,49db28a3-002a-468c-877b-4a1d42278d7c,1094788.404,4173.304025
1554,3.4017E+11,895,292,32.62569832,895,260,635,70.94972067,399,24,6.01503759,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,88c705ed-c9a4-46dc-b3b4-3970e2adb1b9,1016998.04,4811.578466
1555,3.4017E+11,896,162,18.08035714,896,460,436,48.66071429,482,49,10.1659751,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,a2caff7b-f906-4297-8468-578a637bdc00,1457464.799,6474.459311
1556,3.4017E+11,1442,393,27.25381415,1598,149,1449,90.67584481,563,13,2.30905861,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,ea5dfab3-300d-4376-b9ef-b3827198abeb,3022042.656,11196.91474
1557,3.4017E+11,1457,241,16.54083734,1457,341,1116,76.59574468,553,59,10.66907776,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,bee38e11-b40d-47f2-9baf-ac4cbec9f713,1214583.329,4532.221818
1558,3.4017E+11,1300,369,28.38461538,1300,277,1023,78.69230769,783,271,34.61047254,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,33fd1881-2f8b-45df-b373-ba6d890f1077,722499.6783,4025.654815
1559,3.4017E+11,1221,582,47.66584767,1221,373,848,69.45126945,604,202,33.44370861,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,baeab807-a8cf-43cd-9b08-3a1708034c6e,630655.3701,3873.563004
1560,3.4017E+11,1004,220,21.9123506,1004,153,851,84.76095618,409,57,13.93643032,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,4a0d9837-a346-4787-9cf8-a19de51a2d08,553477.6158,2975.645591
1561,3.4017E+11,1027,410,39.92210321,1027,162,865,84.22590068,344,56,16.27906977,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,8b9fa7a8-6c83-4855-a6c5-7f6546e2192a,783592.11,4012.774813
1562,3.4017E+11,2127,528,24.82369535,2127,532,1595,74.98824636,1024,410,40.0390625,Minority and Limited English,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,e1b1aa33-57eb-4ca5-baed-c03629dd8469,3534233.788,9406.03394
1563,3.4017E+11,1660,348,20.96385542,1660,507,1153,69.45783133,638,24,3.76175549,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,cc2841a7-84dd-4ba1-9307-402bdedfc703,1247128.246,4418.829537
1564,3.4017E+11,1423,298,20.94167252,1423,308,1115,78.35558679,559,60,10.73345259,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,d3b4d312-37e2-43c7-89d9-a60c7bac9cd3,1035938.748,4393.042188
1565,3.4017E+11,2207,498,22.56456729,2207,376,1831,82.9632986,884,108,12.21719457,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,3a171acc-cfac-4f6d-afe7-dce43d0d15ba,1499786.813,4955.467592
1566,3.4017E+11,1569,549,34.99043977,1583,219,1364,86.16550853,621,111,17.87439614,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,1761ecaa-158f-4678-94f9-2313796ccd77,2493166.807,8354.535619
1567,3.4017E+11,1275,317,24.8627451,1428,465,963,67.43697479,600,89,14.83333333,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,c09b87b9-d129-41f4-a822-119a6d3c2f94,2704249.214,9515.887064
1568,3.4017E+11,1387,115,8.29127614,1420,394,1026,72.25352113,484,14,2.89256198,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,1fca6599-081c-415e-a92c-e578dd9ff239,883130.4751,4477.678755
1569,3.4017E+11,1627,392,24.09342348,1786,615,1171,65.56550952,829,30,3.61881785,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,93867ded-358a-41ba-8a9e-4fe90ab2af40,1525165.515,6785.437649
1570,3.4017E+11,2293,906,39.51155691,2293,451,1842,80.33144352,904,95,10.50884956,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,398a58c9-23b7-4051-b030-23072760dede,998586.9165,4202.928218
1571,3.4017E+11,1240,1084,87.41935484,1240,60,1180,95.16129032,290,0,0,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,b003e3d9-e442-4bac-8281-c7f2698b59c6,1050900.551,4568.351995
1572,3.4017E+11,1450,122,8.4137931,1450,345,1105,76.20689655,611,72,11.78396072,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,07a1ff9c-dd98-49e8-9791-5a6446e499c1,650177.1637,4149.30331
1573,3.4017E+11,654,415,63.45565749,654,0,654,100,193,0,0,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,3cabb3bd-7893-4c93-a62a-fd84566bd8bc,5502012.672,17201.75018
1574,3.4017E+11,2357,868,36.82647433,2357,431,1926,81.71404328,737,24,3.25644505,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,92722d53-9b54-446b-a43d-55f45a3c119d,1598095.511,6166.808567
1575,3.4017E+11,2078,1182,56.88161694,2078,490,1588,76.41963426,811,113,13.93341554,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,8c1f15ef-6241-439a-8c54-b58109b18aae,1330423.128,4693.694141
1576,3.4017E+11,2436,1370,56.23973727,2436,491,1945,79.84400657,848,243,28.65566038,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,4d44e984-5bba-4791-9082-30ac749e512d,961172.4565,4557.921752
1577,3.4017E+11,1267,621,49.01341752,1267,197,1070,84.45146014,509,58,11.39489194,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,896ac5ba-cc27-42ee-9d62-88e977dbd13a,1175737.427,5639.387479
1578,3.4017E+11,833,154,18.48739496,833,169,664,79.71188475,558,81,14.51612903,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,a4b72400-d4f0-4c00-9d25-bf5ba148407d,1310189.397,5746.462027
1579,3.4017E+11,215,30,13.95348837,215,66,149,69.30232558,140,0,0,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,f2a8fc42-50d7-4d56-9595-85d18e933ad2,219881.0346,2393.943745
1580,3.4017E+11,1318,482,36.57056146,1352,220,1132,83.72781065,437,102,23.3409611,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,5bf998dd-4dbd-4be4-8449-cc2665230ce0,1145169.514,4663.380396
1581,3.4017E+11,1119,427,38.1590706,1119,306,813,72.6541555,583,134,22.98456261,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,40a27a65-05e9-4e16-9853-23ff7fe25493,763361.4455,3986.216635
1582,3.4017E+11,1856,893,48.11422414,1856,340,1516,81.68103448,783,218,27.84163474,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,14101e64-bcd1-4f03-b80d-e1c3d6a09ebd,1195595.749,4664.272529
1583,3.4017E+11,816,300,36.76470588,816,266,550,67.40196078,395,55,13.92405063,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,ecb6d05f-7187-452a-aa4d-209118906b14,571540.5719,3461.324962
1584,3.4017E+11,1248,133,10.65705128,1248,707,541,43.34935897,604,0,0,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,bd8bfb7a-ab97-46d3-9e21-515ad800d79f,724428.5616,4478.121739
1585,3.4017E+11,1505,252,16.74418605,1505,389,1116,74.15282392,674,0,0,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,83622ea9-41d8-4c81-b23d-62733f3a5263,833938.9022,3660.049737
1586,3.4017E+11,1350,116,8.59259259,1350,709,641,47.48148148,589,34,5.77249576,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,18557e2d-0e41-48df-a27c-4e95f7d3817c,729612.2348,3436.276099
1587,3.4017E+11,714,202,28.29131653,714,299,415,58.1232493,377,0,0,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,56e93a4c-1f0a-451a-a827-f90c0637d088,232285.2397,2558.57426
1588,3.4017E+11,1684,690,40.97387173,1730,610,1120,64.73988439,614,187,30.45602606,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,cb7b9e3a-f375-4363-b103-b898470f0c6e,9911379.607,17752.19858
1589,3.4017E+11,2003,857,42.78582127,2003,448,1555,77.63354968,624,36,5.76923077,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,b7e99dd3-ed05-42de-a81e-ab060c88e23b,1060190.138,4421.559761
1590,3.4017E+11,1201,902,75.10407993,1201,358,843,70.19150708,359,0,0,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,5a1deeb1-f1dd-472a-bff0-5b0dcecdd080,665082.6328,3437.918141
1591,3.4017E+11,1034,499,48.25918762,1034,37,997,96.42166344,322,32,9.9378882,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,af466865-ba09-49d2-8982-b4a9d5cd09da,756016.14,3840.450144
1592,3.4017E+11,1691,1083,64.04494382,2071,882,1189,57.41187832,542,260,47.9704797,"Low Income, Minority, and Limited English",Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,f09bce25-324d-420f-9f02-64acc6f7b81c,1144822.65,4338.349969
1593,3.4017E+11,1450,634,43.72413793,1450,512,938,64.68965517,655,127,19.38931298,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,ca143152-52ee-4bab-9a0e-87df03ffd821,839923.4107,3808.949455
1594,3.4017E+11,654,77,11.77370031,654,181,473,72.32415902,329,18,5.47112462,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,5d2e911f-d888-4278-b8c2-74b7f268a5d6,354945.7506,2730.119096
1595,3.4017E+11,525,54,10.28571429,525,248,277,52.76190476,262,0,0,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,bfadb325-82b7-4098-ab34-c741bb4bff10,421771.4856,2855.415912
1596,3.4017E+11,1457,433,29.71859986,1457,289,1168,80.16472203,576,137,23.78472222,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,9c3963dc-7f74-4e4f-b46a-1da3fdc9bafa,420073.0767,2894.075575
1597,3.4017E+11,1554,507,32.62548263,1554,359,1195,76.8983269,603,54,8.95522388,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,2f160991-57e0-4a55-b0f6-53af2698ee87,763157.3751,3551.981726
1598,3.4017E+11,523,171,32.6959847,523,164,359,68.64244742,341,36,10.55718475,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,20592fd1-a440-4b6c-89ff-9e5ecb45d249,393163.757,2729.139065
1599,3.4017E+11,1215,312,25.67901235,1521,569,952,62.59040105,667,126,18.89055472,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,1cb0bd99-1f99-4da5-985e-f55657065a79,1031632.987,4037.531913
1600,3.4017E+11,941,294,31.24335813,941,161,780,82.89054198,395,99,25.06329114,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,76847b43-7bcc-4102-add0-08b06e070694,1194857.019,5159.111477
1601,3.4017E+11,896,602,67.1875,896,271,625,69.75446429,413,177,42.85714286,"Low Income, Minority, and Limited English",Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,ecdecae3-6d8d-405a-8015-c065a3071d07,594982.2062,3515.384004
1602,3.4017E+11,1202,594,49.41763727,1202,215,987,82.11314476,535,130,24.29906542,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,543a6131-9120-4ce9-b907-e6ecf1d9da21,877160.5063,3828.681394
1603,3.4017E+11,874,28,3.20366133,874,273,601,68.76430206,534,15,2.80898876,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,b8dc78c4-74db-495e-b482-6460b4a863f9,245629.972,1990.45919
1604,3.4017E+11,1634,213,13.03549572,1634,341,1293,79.13096695,944,181,19.17372881,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,08b18ffc-6ec4-45d2-8998-2b4e4a10646b,500454.5436,4476.407343
1605,3.4017E+11,1521,521,34.25378041,1689,474,1215,71.93605684,572,135,23.6013986,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,d28484e2-e795-4d79-a5b7-db5301dff8b7,1161192.881,4765.382911
1606,3.4017E+11,1707,1185,69.42003515,1712,491,1221,71.32009346,863,194,22.4797219,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,33ff2925-061c-4304-b1d7-fbdb656f07ef,895433.6628,6676.005545
1607,3.4017E+11,1508,282,18.70026525,1508,763,745,49.40318302,834,94,11.27098321,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,80ac2dfa-f011-4f5d-b53b-6062cbebc9a0,621881.6927,3453.453808
1608,3.4017E+11,680,277,40.73529412,680,145,535,78.67647059,248,35,14.11290323,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,8403a012-37c4-4e98-a7bc-c93afe3ed371,339951.7202,2837.701399
1609,3.4017E+11,781,177,22.66325224,781,9,772,98.84763124,273,61,22.34432234,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,7abe61fb-bd62-4078-890d-d7685ff77018,14206897.66,16919.07039
1610,3.4017E+11,976,518,53.07377049,976,261,715,73.25819672,244,31,12.70491803,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,75857a39-0b47-4f4c-b3aa-7dd22b6a8f1a,765897.8173,3690.746086
1611,3.4017E+11,1102,562,50.99818512,1102,172,930,84.39201452,390,8,2.05128205,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,ca5d47e0-3ace-4d75-8831-8a91a66b77b4,2266430.291,9077.713062
1612,3.4017E+11,1198,53,4.42404007,1198,82,1116,93.15525876,378,52,13.75661376,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,eb0a7695-407b-4080-b8a0-d6423315bf27,628580.0087,3515.110278
1613,3.4017E+11,2386,842,35.28918692,2386,94,2292,96.06035205,676,121,17.89940828,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,4e15de38-79e3-4e37-ae02-3827f3a84876,950707.0529,4036.742306
1614,3.4017E+11,3561,1117,31.36759337,3561,292,3269,91.80005616,1083,87,8.033241,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,71188a7e-ff52-4fdb-ab57-a5648752ac3e,1327546.594,5257.447812
1615,3.4017E+11,1229,353,28.72253865,1229,24,1205,98.04719284,459,45,9.80392157,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,5be024c6-00d4-4ce9-bee8-136bdab84806,1229365.595,4756.459179
1616,3.4017E+11,914,153,16.73960613,914,338,576,63.01969365,404,0,0,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,cc9a3967-0167-4f20-b8d0-da6ef2b3ee2c,1066216.948,4121.40445
1617,3.4017E+11,1041,190,18.25168108,1041,198,843,80.97982709,398,54,13.5678392,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,6bcaabc8-1086-4a6f-b0f9-15474c892724,714861.0156,3383.498513
1618,3.4017E+11,1043,196,18.79194631,1043,350,693,66.44295302,548,68,12.40875912,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,f2ddabbe-0246-45c7-b710-89c32429e5dc,1189360.191,4389.26471
1619,3.4017E+11,1144,439,38.37412587,1144,299,845,73.86363636,401,0,0,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,13e199d2-e0bf-42d1-98ae-7e5a5651fb2b,547090.5687,3028.112664
1620,3.4017E+11,1468,700,47.68392371,1468,388,1080,73.56948229,642,99,15.42056075,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,2cebf8ed-c772-43d3-ae01-55f0b161db71,540293.117,3064.023794
1621,3.4017E+11,2000,1034,51.7,2000,366,1634,81.7,566,37,6.53710247,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,fc5138db-d1a2-4b7f-be1a-ad150d0e5070,775137.0758,3719.579164
1622,3.4017E+11,876,347,39.61187215,876,13,863,98.51598174,326,34,10.42944785,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,2951b758-e271-4af4-82a4-33d2a6cbcc2f,849827.6556,4246.80199
1623,3.4017E+11,1679,1095,65.2173913,1679,53,1626,96.84335914,366,41,11.20218579,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,ac28df6b-16c7-497c-a3ca-893de238b0e7,675243.9715,3373.806047
1624,3.4017E+11,1271,617,48.54445319,1271,0,1271,100,487,156,32.03285421,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,4317ba79-d3ad-471a-a25f-eea267635390,903415.208,3844.685782
1625,3.4017E+11,1639,946,57.71812081,1675,544,1131,67.52238806,568,79,13.9084507,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,eab203f3-658a-455c-989a-18bdb036f8a1,1328604.549,4943.798837
1626,3.4017E+11,1014,419,41.32149901,1014,116,898,88.56015779,391,48,12.27621483,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,36b0197b-8b45-4a16-b480-5bfc99b04b36,1028989.605,4269.903235
1627,3.4017E+11,811,491,60.54254007,811,0,811,100,437,33,7.55148741,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,6c0b5009-695e-4536-8c5b-40a640e3e45c,665184.7928,3358.41845
1628,3.4017E+11,1769,899,50.81967213,1795,95,1700,94.70752089,708,0,0,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,a3d9bd26-01b7-4c94-8ff5-2df2baf62325,1071966.048,4129.214909
1629,3.4017E+11,1138,982,86.29173989,1138,15,1123,98.68189807,386,47,12.1761658,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,95e4ec6f-9421-4222-a09b-b7ff1af58a9e,985555.2348,4287.014538
1630,3.4017E+11,1509,459,30.41749503,1509,261,1248,82.70377734,488,65,13.31967213,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,394940a6-2d81-4998-8cb1-91c08b6bec33,1403634.104,4797.252327
1631,3.4017E+11,2670,1368,51.23595506,2704,126,2578,95.34023669,693,134,19.33621934,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,94228778-d72e-4c01-9a76-540dd99b8e60,1799700.042,5583.686215
1632,3.4017E+11,1051,482,45.86108468,1051,235,816,77.64034253,375,57,15.2,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,ca6c66bb-d111-4e14-8729-9ac2785988fc,600131.306,3414.729347
1633,3.4017E+11,1876,659,35.12793177,1876,111,1765,94.08315565,597,130,21.77554439,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,72bee7df-ba18-4660-932d-63eeee7a689f,4341241.399,9578.870083
1634,3.4017E+11,1649,324,19.64827168,1668,678,990,59.35251799,789,26,3.29531052,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,af64b484-722b-4912-9bbb-3764c1da68ac,3403897.167,7809.970322
1635,3.4017E+11,1150,411,35.73913043,1165,247,918,78.79828326,519,32,6.16570328,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,90bbc69d-9b22-4f56-bcd8-62cfd8244ca6,6050949.688,12546.15892
1636,3.4017E+11,0,0,,0,0,0,,0,0,,Adjacent,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,335c59c9-210b-4544-b558-f181c5545431,8969398.213,12677.94486
1637,3.4017E+11,996,268,26.90763052,996,378,618,62.04819277,336,7,2.08333333,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,911cce5d-01d1-4df0-9e47-527987692b9f,903975.8293,3895.676191
1638,3.4017E+11,2476,235,9.4911147,2476,578,1898,76.65589661,760,141,18.55263158,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,20bb703c-8845-4829-922c-d9b52738de09,2461182.189,7592.044125
1639,3.4017E+11,1185,520,43.88185654,1185,217,968,81.68776371,487,59,12.11498973,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,23886d6c-cfea-4643-82da-d4b73f521a0a,2463375.837,7646.421578
1640,3.4017E+11,1221,121,9.90990991,1221,47,1174,96.15069615,323,35,10.83591331,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,cf25c9c5-bb60-46db-8501-98e9dc7c4e6e,1278541.735,4730.536244
1641,3.4017E+11,1185,391,32.99578059,1185,138,1047,88.35443038,495,0,0,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,5053cd46-9f00-4f7f-a34b-56e9bceab225,897292.3065,4220.471393
1642,3.4017E+11,1620,988,60.98765432,1620,95,1525,94.13580247,511,81,15.85127202,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,51a349e3-6324-4e44-a214-f5049a3dac32,891224.5667,4693.36997
1643,3.4017E+11,571,109,19.08931699,571,164,407,71.27845884,251,9,3.58565737,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,5dd18f8b-1c89-48bc-9157-81ff6fa569a7,910140.883,4444.676682
1644,3.4017E+11,1474,239,16.21438263,1694,739,955,56.37544274,865,84,9.71098266,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,eb08f9dc-d433-416c-b6c9-032c6adae0da,2113873.849,7434.140537
1645,3.4017E+11,732,223,30.46448087,732,86,646,88.25136612,305,20,6.55737705,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,b41e4280-7288-4f36-8f68-78a697840144,544731.1904,2980.243071
1646,3.4017E+11,2049,1405,68.57003416,2049,0,2049,100,653,41,6.27871363,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,f030baad-b804-4a43-86c5-0a0790592f33,1391659.394,5776.623856
1647,3.4017E+11,1393,770,55.27638191,1393,0,1393,100,401,23,5.73566085,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,2e288318-d3db-4ca3-b60e-f3545580aa2b,1589311.316,6604.866253
1648,3.4017E+11,2550,1222,47.92156863,2551,324,2227,87.29909839,743,45,6.05652759,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,bc694871-fa80-4131-b769-cb54217e1742,2555764.437,7239.402148
1649,3.4017E+11,2686,1004,37.37900223,2686,151,2535,94.37825763,791,28,3.53982301,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,503fbece-4450-4e21-8472-836002843bd4,5034099.923,12876.1328
1650,3.4017E+11,771,594,77.04280156,808,246,562,69.55445545,247,35,14.17004049,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,cfafdd95-8b64-4616-b949-9013bffed1d8,817844.983,3750.816493
