OBJECTID,Block Group identifier,Population for poverty,Population in households under 2 times poverty,Percent Low Income,Total Population,Population Not Hispanic or Latino only,Total Minority,Percent Minority,Total Households,Households with Limited English Proficiency,Percent Households with Limited English Proficiency,Overburdened Community Criteria,Block Group - Tribal,Block Group County Subdivision,County,Municipality,Municipality Code,Split Block Group,Split Municipality,GLOBALID,Shape__Area,Shape__Length
1651,3.4017E+11,4564,252,5.52147239,4564,399,4165,91.25766871,2236,59,2.63864043,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,2651b414-90e8-4c68-9b44-cca16dcf5367,23956491.26,20004.49668
1652,3.4017E+11,3235,2014,62.25656878,3235,374,2861,88.438949,954,75,7.86163522,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,4d9fa10a-1e9f-4083-b9b5-05e6d825c1b6,2331725.928,6862.230859
1653,3.4017E+11,1713,1069,62.40513719,1738,82,1656,95.28193326,532,93,17.48120301,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,805d0f09-d465-4cae-b518-69e66aba5239,880893.8717,4347.294391
1654,3.4017E+11,1008,467,46.32936508,1046,89,957,91.49139579,352,44,12.5,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,8296903f-28d6-4dde-92bc-4ac60b96c4ad,779949.5311,3726.643242
1655,3.4017E+11,2222,481,21.64716472,2222,119,2103,94.64446445,612,0,0,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,d4739fb9-6ec7-4e3b-9a02-718a5f54051b,821004.5506,3706.381266
1656,3.4017E+11,2391,1584,66.24843162,2480,57,2423,97.7016129,735,36,4.89795918,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,bf7b99f9-8aa6-4d70-b0ce-9bf537f1f045,1441578.581,5319.710922
1657,3.4017E+11,1540,488,31.68831169,1540,70,1470,95.45454545,538,61,11.33828996,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,5148bd9c-006b-424e-9256-b140caea8e93,915221.0931,4056.406992
1658,3.4017E+11,1123,235,20.92609083,1123,87,1036,92.25289403,397,33,8.31234257,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,87c89e92-ecf3-4a4c-ac42-2c0e1e95a92f,815152.3453,3656.69144
1659,3.4017E+11,666,235,35.28528529,666,0,666,100,264,23,8.71212121,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,61abfa87-90b8-423c-b57c-ab9ce79e6ac4,1652142.06,6815.877566
1660,3.4017E+11,1888,102,5.40254237,1888,824,1064,56.3559322,805,27,3.35403727,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,84116f0c-1dd8-420c-8f65-e7e11703fec0,137102907.9,47851.85207
1661,3.4017E+11,2299,167,7.26402784,2299,151,2148,93.43192692,839,22,2.62216925,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,c821b2eb-a899-4e04-965d-b5f86968fe2b,2183163.195,6977.522806
1662,3.4017E+11,725,564,77.79310345,733,138,595,81.17326057,250,0,0,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,a21b8de6-b562-4e8b-aa4d-41299483199e,718922.6651,4163.129051
1663,3.4017E+11,442,361,81.67420814,593,144,449,75.71669477,366,0,0,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,3b3f053e-13b4-4a88-9695-106f576862ab,645642.5946,5209.3378
1664,3.4017E+11,1266,165,13.03317536,1266,230,1036,81.83254344,322,30,9.31677019,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,de487ba8-6929-462b-ad0b-c90e5e09e06a,1362893.795,7357.203095
1665,3.4017E+11,2078,683,32.86814244,2078,506,1572,75.64966314,612,0,0,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,dff31d1c-5382-4a92-a794-d1be6ac5d04c,1010588.622,5413.686134
1666,3.4017E+11,712,53,7.44382022,723,23,700,96.81881051,254,9,3.54330709,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,99bcdd8b-27c5-4e78-986b-df7239b15f60,786346.7162,4847.367113
1667,3.4017E+11,1805,917,50.8033241,1805,60,1745,96.67590028,708,104,14.68926554,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,bd4e2ec4-835e-4233-807d-b2c2ecb064c5,2111892.276,6655.66276
1668,3.4017E+11,2401,786,32.73635985,2401,73,2328,96.95960017,954,119,12.47379455,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,2a6b2622-308e-4d39-88bc-426e35da9b12,1967514.877,6352.103249
1669,3.4017E+11,3027,849,28.04757185,3070,383,2687,87.52442997,953,24,2.51836306,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,7c7fe0e6-eaca-4009-b6b0-89ca90004ce6,2272735.8,6728.12242
1670,3.4017E+11,1716,665,38.75291375,1716,1030,686,39.97668998,526,20,3.80228137,Low Income,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,23e2aab1-ea73-42eb-b035-2152d4781ebb,1788631.494,6150.963904
1671,3.4017E+11,730,372,50.95890411,730,7,723,99.04109589,215,39,18.13953488,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,47766e3e-aa77-4773-a513-e88118443207,928158.4062,4376.621328
1672,3.4017E+11,459,409,89.10675381,459,5,454,98.91067538,120,0,0,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,15c100f1-6a3a-472b-a2bd-7d02affbaf1f,1892509.494,6885.261129
1673,3.4017E+11,2203,855,38.81071266,2203,332,1871,84.9296414,671,61,9.09090909,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,326bdbdf-2d31-4b26-a7c4-b2e219f571ab,1464045.763,5104.788211
1674,3.4017E+11,2337,1040,44.50149765,2377,240,2137,89.90323938,1169,223,19.07613345,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,5a9453a4-aa21-435f-a58a-a6b4d4a7a0e5,1568791.832,5698.657078
1675,3.4017E+11,2125,933,43.90588235,2125,148,1977,93.03529412,707,63,8.91089109,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,56927d35-4315-4372-a411-f0d135754616,1327676.821,5211.713124
1676,3.4017E+11,689,396,57.47460087,774,32,742,95.86563307,387,138,35.65891473,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,b04b673d-49c7-4991-a13a-b1ce9c15fdbb,2371635.536,6202.84072
1677,3.4017E+11,1630,384,23.55828221,1722,323,1399,81.242741,506,17,3.35968379,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,f5567141-b656-48ae-804c-d14a41fe631b,2914273.482,8065.133115
1678,3.4017E+11,2366,771,32.58664413,2366,100,2266,95.77345731,923,105,11.375948,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,27ae3350-2867-45fa-8443-d9de39ce0cb4,2000334.24,5881.337539
1679,3.4017E+11,1268,189,14.90536278,1289,636,653,50.65942591,672,53,7.88690476,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,cba6df78-2e1f-423a-8e28-b35fcdfa7631,888381.6184,3820.735216
1680,3.4017E+11,499,5,1.00200401,499,278,221,44.28857715,283,0,0,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,47491e6d-fe11-4579-9331-2fb94f4b692c,488090.2799,3806.571562
1681,3.4017E+11,1378,154,11.17561684,1378,587,791,57.40203193,659,0,0,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,b0e8c52e-359d-4b86-a301-66e038bc8355,970820.7083,4978.16489
1682,3.4017E+11,839,362,43.1466031,839,175,664,79.14183552,378,18,4.76190476,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,1d42a4b9-b3eb-4b71-b9a9-616f5e54f900,1954614.497,7906.810516
1683,3.4017E+11,1408,253,17.96875,1408,645,763,54.19034091,813,60,7.3800738,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,9ade127c-9b25-4f05-a2a2-843fd417bba1,2060979.746,6702.817171
1684,3.4017E+11,1410,561,39.78723404,1421,134,1287,90.57002111,430,18,4.18604651,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,3921ff88-ae54-4f67-a769-30fce84fc140,3724738.807,8580.726351
1685,3.4017E+11,1400,1038,74.14285714,1400,232,1168,83.42857143,642,81,12.61682243,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,254f3cce-dea1-411e-ab28-e4f62fadb541,4563303.727,10735.53642
1686,3.4017E+11,48,48,100,48,0,48,100,48,48,100,"Low Income, Minority, and Limited English",Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,8de123fd-c16b-47b0-aeeb-d83988fde12b,308810.0389,2255.074157
1687,3.4017E+11,1571,950,60.47103756,1571,21,1550,98.6632718,585,172,29.4017094,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,4980e6f8-b972-4b21-a96d-d6736c0885f6,1261615.953,4525.487233
1688,3.4017E+11,426,72,16.90140845,426,15,411,96.47887324,162,0,0,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,4f22176a-e03f-47a2-bfa8-194ee50a06fd,1803113.774,6228.039584
1689,3.4017E+11,2193,589,26.85818513,2193,160,2033,92.70405837,778,22,2.8277635,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,7615663a-7372-4415-a082-593f9ec265b6,2141664.852,6067.374604
1690,3.4017E+11,1939,381,19.64930376,1939,115,1824,94.06910779,722,176,24.3767313,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,88ee10bc-dc55-4f1a-8f25-bc56e07e660b,1603676.033,5676.573404
1691,3.4017E+11,62,19,30.64516129,62,43,19,30.64516129,29,19,65.51724138,Limited English,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,e2cb4ff1-7bc0-445d-904d-902b66527cbf,41361563.31,34163.76097
1692,3.4017E+11,1015,643,63.34975369,1015,0,1015,100,431,75,17.40139211,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,0a4974c8-90da-42d5-ae7a-460d908b0687,472086.3758,2978.762035
1693,3.4017E+11,1664,262,15.74519231,1688,726,962,56.99052133,669,54,8.07174888,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,82b978c3-326c-4e54-9dd8-b705bf52f063,838497.5222,4457.946848
1694,3.4017E+11,754,99,13.12997347,754,432,322,42.70557029,467,12,2.56959315,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,6417cb7a-a076-4a09-9718-26c6b75a6ad3,890320.0804,3840.666263
1695,3.4017E+11,1447,93,6.42709053,1447,287,1160,80.1658604,654,9,1.37614679,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,774fe40c-3bcb-4247-b3ed-d3611aaf2a11,510344.2583,3177.818252
1696,3.4017E+11,672,246,36.60714286,787,331,456,57.94155019,358,24,6.70391061,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,2afb59f4-4e7d-4192-a099-ddd2b3c9ca2e,1030138.344,5554.928568
1697,3.4017E+11,1670,459,27.48502994,1670,440,1230,73.65269461,732,195,26.63934426,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,a7431594-1b0e-4bdf-a44b-c9a89caed99c,1911238.23,6676.784216
1698,3.4017E+11,641,365,56.94227769,641,138,503,78.47113885,354,90,25.42372881,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,5c7dbb19-1de9-4eec-8448-217245c863ac,718167.5325,3855.368789
1699,3.4017E+11,1539,160,10.39636127,1781,641,1140,64.00898372,569,21,3.69068541,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,c510d78c-b64e-406a-9431-3a52e9c50a3f,2519956.618,8139.21639
1700,3.4017E+11,1426,113,7.92426367,1427,601,826,57.88367204,643,0,0,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,f3707ac7-84fc-4aa8-906c-21cb21973e41,691351.1135,4971.252527
1701,3.4017E+11,1659,203,12.23628692,1659,715,944,56.90174804,839,17,2.02622169,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,7321e101-ad33-4b24-b0cf-dd5a752272cb,498811.7103,3767.578228
1702,3.4017E+11,2348,212,9.02896082,2348,1101,1247,53.10902896,1295,79,6.1003861,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,414cdb82-4c2c-439c-bf44-c98941d4ceff,7832629.53,17216.7361
1703,3.4017E+11,1632,13,0.79656863,1632,431,1201,73.59068627,670,0,0,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,484af57e-a817-4214-9693-616949a877bd,382413.9041,2639.769271
1704,3.4017E+11,1542,66,4.28015564,1542,646,896,58.10635538,868,0,0,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,4b34d4fe-3330-4903-bf2b-a3ef9cb0a30c,504009.7436,3038.803927
1705,3.4017E+11,1311,24,1.83066362,1311,683,628,47.90236461,607,12,1.97693575,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,0880398b-8dcf-4651-8ae8-ae4136537a7b,7763156.256,12400.6373
1706,3.4017E+11,1077,573,53.20334262,1077,376,701,65.08820799,678,265,39.08554572,Low Income and Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,4602d9c9-125d-41f2-971d-b73bc1a29a1e,790046.1772,4530.784105
1707,3.4017E+11,1138,67,5.88752197,1138,453,685,60.19332162,552,41,7.42753623,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,95caf134-8dff-43dd-9ae8-4203ae4a1a11,882230.3816,4861.941964
1708,3.4017E+11,1872,229,12.23290598,1872,278,1594,85.14957265,1003,92,9.17248255,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,c4413a99-ada7-453d-bc4a-e67faebad605,175335.1026,1822.847816
1709,3.4017E+11,1371,64,4.66812546,1371,658,713,52.00583516,625,14,2.24,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,9e580fbb-89dc-46cc-856e-07e778d19e4d,758102.3449,3494.98055
1710,3.4017E+11,2438,77,3.1583265,2438,802,1636,67.10418376,1235,42,3.40080972,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,f05d5698-7e6e-4200-a3fd-62219a455458,692775.618,3875.370488
1711,3.4017E+11,901,174,19.31187569,901,195,706,78.35738069,521,27,5.18234165,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,4114d353-89b2-4733-9841-3a65aa22e590,1242279.737,4630.673448
1712,3.4017E+11,3697,155,4.19258859,3697,1779,1918,51.87990262,2069,65,3.14161431,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,c8e566ce-d9a2-47d9-9ea4-da5069f2d38d,977889.6992,4103.021815
1713,3.4017E+11,1357,127,9.35887988,1357,553,804,59.24834193,599,57,9.51585977,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,f1de3478-8994-4b0c-99aa-018542796679,452082.4162,3719.443421
1714,3.4017E+11,2838,165,5.81395349,2838,517,2321,81.78294574,1605,94,5.85669782,Minority,Block Group,3401736000,HUDSON,Jersey City,906,Not a Split Block Group,Not Applicable,bdbc3c63-e854-47a0-978e-182c762ab644,9725140.895,15685.97219
